,fit_time,score_time,estimator,test_score,n_train,n_test,repeat,fold,cv_mdsum
0,5.686574697494507,0.014053583145141602,"GridSearchCV(cv=KFold(n_splits=5, random_state=None, shuffle=False),
             estimator=Pipeline(steps=[('set_column_types',
                                        SetColumnTypes(X_types={'confound': ['age'],
                                                                'continuous': ['.*TA$'],
                                                                'grouper': ['current_diagnosis']})),
                                       ('zscore',
                                        JuColumnTransformer(apply_to=ColumnTypes<types={'continuous'}; pattern=(?:__:type:__continuous)>,
                                                            copy=True,
                                                            name='zscore',
                                                            transfo...
                                                  apply_to=ColumnTypes<types={'continuous'}; pattern=(?:__:type:__continuous)>,
                                                  break_ties=False,
                                                  cache_size=200,
                                                  class_weight=None, coef0=0.0,
                                                  decision_function_shape='ovr',
                                                  degree=3, gamma='scale',
                                                  kernel='rbf', max_iter=-1,
                                                  model=SVC(),
                                                  probability=False,
                                                  random_state=None,
                                                  shrinking=True, tol=0.001,
                                                  verbose=False))]),
             param_grid={'svm__C': array([0.1, 0.3, 0.5, 0.7, 0.9, 1.1, 1.3, 1.5, 1.7, 1.9, 2.1, 2.3, 2.5,
       2.7, 2.9, 3.1, 3.3, 3.5, 3.7, 3.9])})",0.6570048309178744,207,207,0,0,504d0dcec13c89e791a4180337189a99
1,5.620646238327026,0.014221429824829102,"GridSearchCV(cv=KFold(n_splits=5, random_state=None, shuffle=False),
             estimator=Pipeline(steps=[('set_column_types',
                                        SetColumnTypes(X_types={'confound': ['age'],
                                                                'continuous': ['.*TA$'],
                                                                'grouper': ['current_diagnosis']})),
                                       ('zscore',
                                        JuColumnTransformer(apply_to=ColumnTypes<types={'continuous'}; pattern=(?:__:type:__continuous)>,
                                                            copy=True,
                                                            name='zscore',
                                                            transfo...
                                                  apply_to=ColumnTypes<types={'continuous'}; pattern=(?:__:type:__continuous)>,
                                                  break_ties=False,
                                                  cache_size=200,
                                                  class_weight=None, coef0=0.0,
                                                  decision_function_shape='ovr',
                                                  degree=3, gamma='scale',
                                                  kernel='rbf', max_iter=-1,
                                                  model=SVC(),
                                                  probability=False,
                                                  random_state=None,
                                                  shrinking=True, tol=0.001,
                                                  verbose=False))]),
             param_grid={'svm__C': array([0.1, 0.3, 0.5, 0.7, 0.9, 1.1, 1.3, 1.5, 1.7, 1.9, 2.1, 2.3, 2.5,
       2.7, 2.9, 3.1, 3.3, 3.5, 3.7, 3.9])})",0.642512077294686,207,207,0,1,504d0dcec13c89e791a4180337189a99
2,5.636774301528931,0.014273881912231445,"GridSearchCV(cv=KFold(n_splits=5, random_state=None, shuffle=False),
             estimator=Pipeline(steps=[('set_column_types',
                                        SetColumnTypes(X_types={'confound': ['age'],
                                                                'continuous': ['.*TA$'],
                                                                'grouper': ['current_diagnosis']})),
                                       ('zscore',
                                        JuColumnTransformer(apply_to=ColumnTypes<types={'continuous'}; pattern=(?:__:type:__continuous)>,
                                                            copy=True,
                                                            name='zscore',
                                                            transfo...
                                                  apply_to=ColumnTypes<types={'continuous'}; pattern=(?:__:type:__continuous)>,
                                                  break_ties=False,
                                                  cache_size=200,
                                                  class_weight=None, coef0=0.0,
                                                  decision_function_shape='ovr',
                                                  degree=3, gamma='scale',
                                                  kernel='rbf', max_iter=-1,
                                                  model=SVC(),
                                                  probability=False,
                                                  random_state=None,
                                                  shrinking=True, tol=0.001,
                                                  verbose=False))]),
             param_grid={'svm__C': array([0.1, 0.3, 0.5, 0.7, 0.9, 1.1, 1.3, 1.5, 1.7, 1.9, 2.1, 2.3, 2.5,
       2.7, 2.9, 3.1, 3.3, 3.5, 3.7, 3.9])})",0.6859903381642513,207,207,1,0,504d0dcec13c89e791a4180337189a99
3,5.618732690811157,0.014150857925415039,"GridSearchCV(cv=KFold(n_splits=5, random_state=None, shuffle=False),
             estimator=Pipeline(steps=[('set_column_types',
                                        SetColumnTypes(X_types={'confound': ['age'],
                                                                'continuous': ['.*TA$'],
                                                                'grouper': ['current_diagnosis']})),
                                       ('zscore',
                                        JuColumnTransformer(apply_to=ColumnTypes<types={'continuous'}; pattern=(?:__:type:__continuous)>,
                                                            copy=True,
                                                            name='zscore',
                                                            transfo...
                                                  apply_to=ColumnTypes<types={'continuous'}; pattern=(?:__:type:__continuous)>,
                                                  break_ties=False,
                                                  cache_size=200,
                                                  class_weight=None, coef0=0.0,
                                                  decision_function_shape='ovr',
                                                  degree=3, gamma='scale',
                                                  kernel='rbf', max_iter=-1,
                                                  model=SVC(),
                                                  probability=False,
                                                  random_state=None,
                                                  shrinking=True, tol=0.001,
                                                  verbose=False))]),
             param_grid={'svm__C': array([0.1, 0.3, 0.5, 0.7, 0.9, 1.1, 1.3, 1.5, 1.7, 1.9, 2.1, 2.3, 2.5,
       2.7, 2.9, 3.1, 3.3, 3.5, 3.7, 3.9])})",0.7101449275362319,207,207,1,1,504d0dcec13c89e791a4180337189a99
4,5.6476287841796875,0.01425027847290039,"GridSearchCV(cv=KFold(n_splits=5, random_state=None, shuffle=False),
             estimator=Pipeline(steps=[('set_column_types',
                                        SetColumnTypes(X_types={'confound': ['age'],
                                                                'continuous': ['.*TA$'],
                                                                'grouper': ['current_diagnosis']})),
                                       ('zscore',
                                        JuColumnTransformer(apply_to=ColumnTypes<types={'continuous'}; pattern=(?:__:type:__continuous)>,
                                                            copy=True,
                                                            name='zscore',
                                                            transfo...
                                                  apply_to=ColumnTypes<types={'continuous'}; pattern=(?:__:type:__continuous)>,
                                                  break_ties=False,
                                                  cache_size=200,
                                                  class_weight=None, coef0=0.0,
                                                  decision_function_shape='ovr',
                                                  degree=3, gamma='scale',
                                                  kernel='rbf', max_iter=-1,
                                                  model=SVC(),
                                                  probability=False,
                                                  random_state=None,
                                                  shrinking=True, tol=0.001,
                                                  verbose=False))]),
             param_grid={'svm__C': array([0.1, 0.3, 0.5, 0.7, 0.9, 1.1, 1.3, 1.5, 1.7, 1.9, 2.1, 2.3, 2.5,
       2.7, 2.9, 3.1, 3.3, 3.5, 3.7, 3.9])})",0.6666666666666666,207,207,2,0,504d0dcec13c89e791a4180337189a99
5,5.612332820892334,0.014138221740722656,"GridSearchCV(cv=KFold(n_splits=5, random_state=None, shuffle=False),
             estimator=Pipeline(steps=[('set_column_types',
                                        SetColumnTypes(X_types={'confound': ['age'],
                                                                'continuous': ['.*TA$'],
                                                                'grouper': ['current_diagnosis']})),
                                       ('zscore',
                                        JuColumnTransformer(apply_to=ColumnTypes<types={'continuous'}; pattern=(?:__:type:__continuous)>,
                                                            copy=True,
                                                            name='zscore',
                                                            transfo...
                                                  apply_to=ColumnTypes<types={'continuous'}; pattern=(?:__:type:__continuous)>,
                                                  break_ties=False,
                                                  cache_size=200,
                                                  class_weight=None, coef0=0.0,
                                                  decision_function_shape='ovr',
                                                  degree=3, gamma='scale',
                                                  kernel='rbf', max_iter=-1,
                                                  model=SVC(),
                                                  probability=False,
                                                  random_state=None,
                                                  shrinking=True, tol=0.001,
                                                  verbose=False))]),
             param_grid={'svm__C': array([0.1, 0.3, 0.5, 0.7, 0.9, 1.1, 1.3, 1.5, 1.7, 1.9, 2.1, 2.3, 2.5,
       2.7, 2.9, 3.1, 3.3, 3.5, 3.7, 3.9])})",0.6570048309178744,207,207,2,1,504d0dcec13c89e791a4180337189a99
6,5.666291952133179,0.0140838623046875,"GridSearchCV(cv=KFold(n_splits=5, random_state=None, shuffle=False),
             estimator=Pipeline(steps=[('set_column_types',
                                        SetColumnTypes(X_types={'confound': ['age'],
                                                                'continuous': ['.*TA$'],
                                                                'grouper': ['current_diagnosis']})),
                                       ('zscore',
                                        JuColumnTransformer(apply_to=ColumnTypes<types={'continuous'}; pattern=(?:__:type:__continuous)>,
                                                            copy=True,
                                                            name='zscore',
                                                            transfo...
                                                  apply_to=ColumnTypes<types={'continuous'}; pattern=(?:__:type:__continuous)>,
                                                  break_ties=False,
                                                  cache_size=200,
                                                  class_weight=None, coef0=0.0,
                                                  decision_function_shape='ovr',
                                                  degree=3, gamma='scale',
                                                  kernel='rbf', max_iter=-1,
                                                  model=SVC(),
                                                  probability=False,
                                                  random_state=None,
                                                  shrinking=True, tol=0.001,
                                                  verbose=False))]),
             param_grid={'svm__C': array([0.1, 0.3, 0.5, 0.7, 0.9, 1.1, 1.3, 1.5, 1.7, 1.9, 2.1, 2.3, 2.5,
       2.7, 2.9, 3.1, 3.3, 3.5, 3.7, 3.9])})",0.6328502415458938,207,207,3,0,504d0dcec13c89e791a4180337189a99
7,5.6370720863342285,0.014080047607421875,"GridSearchCV(cv=KFold(n_splits=5, random_state=None, shuffle=False),
             estimator=Pipeline(steps=[('set_column_types',
                                        SetColumnTypes(X_types={'confound': ['age'],
                                                                'continuous': ['.*TA$'],
                                                                'grouper': ['current_diagnosis']})),
                                       ('zscore',
                                        JuColumnTransformer(apply_to=ColumnTypes<types={'continuous'}; pattern=(?:__:type:__continuous)>,
                                                            copy=True,
                                                            name='zscore',
                                                            transfo...
                                                  apply_to=ColumnTypes<types={'continuous'}; pattern=(?:__:type:__continuous)>,
                                                  break_ties=False,
                                                  cache_size=200,
                                                  class_weight=None, coef0=0.0,
                                                  decision_function_shape='ovr',
                                                  degree=3, gamma='scale',
                                                  kernel='rbf', max_iter=-1,
                                                  model=SVC(),
                                                  probability=False,
                                                  random_state=None,
                                                  shrinking=True, tol=0.001,
                                                  verbose=False))]),
             param_grid={'svm__C': array([0.1, 0.3, 0.5, 0.7, 0.9, 1.1, 1.3, 1.5, 1.7, 1.9, 2.1, 2.3, 2.5,
       2.7, 2.9, 3.1, 3.3, 3.5, 3.7, 3.9])})",0.6618357487922706,207,207,3,1,504d0dcec13c89e791a4180337189a99
8,5.6097352504730225,0.014269828796386719,"GridSearchCV(cv=KFold(n_splits=5, random_state=None, shuffle=False),
             estimator=Pipeline(steps=[('set_column_types',
                                        SetColumnTypes(X_types={'confound': ['age'],
                                                                'continuous': ['.*TA$'],
                                                                'grouper': ['current_diagnosis']})),
                                       ('zscore',
                                        JuColumnTransformer(apply_to=ColumnTypes<types={'continuous'}; pattern=(?:__:type:__continuous)>,
                                                            copy=True,
                                                            name='zscore',
                                                            transfo...
                                                  apply_to=ColumnTypes<types={'continuous'}; pattern=(?:__:type:__continuous)>,
                                                  break_ties=False,
                                                  cache_size=200,
                                                  class_weight=None, coef0=0.0,
                                                  decision_function_shape='ovr',
                                                  degree=3, gamma='scale',
                                                  kernel='rbf', max_iter=-1,
                                                  model=SVC(),
                                                  probability=False,
                                                  random_state=None,
                                                  shrinking=True, tol=0.001,
                                                  verbose=False))]),
             param_grid={'svm__C': array([0.1, 0.3, 0.5, 0.7, 0.9, 1.1, 1.3, 1.5, 1.7, 1.9, 2.1, 2.3, 2.5,
       2.7, 2.9, 3.1, 3.3, 3.5, 3.7, 3.9])})",0.6666666666666666,207,207,4,0,504d0dcec13c89e791a4180337189a99
9,5.616507053375244,0.014246702194213867,"GridSearchCV(cv=KFold(n_splits=5, random_state=None, shuffle=False),
             estimator=Pipeline(steps=[('set_column_types',
                                        SetColumnTypes(X_types={'confound': ['age'],
                                                                'continuous': ['.*TA$'],
                                                                'grouper': ['current_diagnosis']})),
                                       ('zscore',
                                        JuColumnTransformer(apply_to=ColumnTypes<types={'continuous'}; pattern=(?:__:type:__continuous)>,
                                                            copy=True,
                                                            name='zscore',
                                                            transfo...
                                                  apply_to=ColumnTypes<types={'continuous'}; pattern=(?:__:type:__continuous)>,
                                                  break_ties=False,
                                                  cache_size=200,
                                                  class_weight=None, coef0=0.0,
                                                  decision_function_shape='ovr',
                                                  degree=3, gamma='scale',
                                                  kernel='rbf', max_iter=-1,
                                                  model=SVC(),
                                                  probability=False,
                                                  random_state=None,
                                                  shrinking=True, tol=0.001,
                                                  verbose=False))]),
             param_grid={'svm__C': array([0.1, 0.3, 0.5, 0.7, 0.9, 1.1, 1.3, 1.5, 1.7, 1.9, 2.1, 2.3, 2.5,
       2.7, 2.9, 3.1, 3.3, 3.5, 3.7, 3.9])})",0.7342995169082126,207,207,4,1,504d0dcec13c89e791a4180337189a99
